DJ-DEPARTMENT OF JUSTICE,117675
VA-DEPARTMENT OF VETERANS AFFAIRS,80336
VA-DEPARTMENT OF VETERANS AFFAIRS,37225
BO-OFFICE OF MANAGEMENT AND BUDGET,153702
SZ-SOCIAL SECURITY ADMINISTRATION,77744
ST-DEPARTMENT OF STATE,77834
TR-DEPARTMENT OF THE TREASURY,35381
HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,117105
VA-DEPARTMENT OF VETERANS AFFAIRS,69700
VA-DEPARTMENT OF VETERANS AFFAIRS,64329
IB-BROADCASTING BOARD OF GOVERNORS,108887
HS-DEPARTMENT OF HOMELAND SECURITY,76699
EP-ENVIRONMENTAL PROTECTION AGENCY,104433
HS-DEPARTMENT OF HOMELAND SECURITY,36626
VA-DEPARTMENT OF VETERANS AFFAIRS,69186
DJ-DEPARTMENT OF JUSTICE,98590
HS-DEPARTMENT OF HOMELAND SECURITY,83856
EP-ENVIRONMENTAL PROTECTION AGENCY,120187
AG-DEPARTMENT OF AGRICULTURE,30973
VA-DEPARTMENT OF VETERANS AFFAIRS,54199.39
EP-ENVIRONMENTAL PROTECTION AGENCY,123406
VA-DEPARTMENT OF VETERANS AFFAIRS,70102
NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,110272
AG-DEPARTMENT OF AGRICULTURE,87258
HS-DEPARTMENT OF HOMELAND SECURITY,98289
DJ-DEPARTMENT OF JUSTICE,107505
VA-DEPARTMENT OF VETERANS AFFAIRS,91018
VA-DEPARTMENT OF VETERANS AFFAIRS,38609.5
ST-DEPARTMENT OF STATE,73510
IN-DEPARTMENT OF THE INTERIOR,73070
VA-DEPARTMENT OF VETERANS AFFAIRS,234365
HS-DEPARTMENT OF HOMELAND SECURITY,90073
TD-DEPARTMENT OF TRANSPORTATION,135693
ST-DEPARTMENT OF STATE,73510
VA-DEPARTMENT OF VETERANS AFFAIRS,201000
AG-DEPARTMENT OF AGRICULTURE,45371
SZ-SOCIAL SECURITY ADMINISTRATION,85519
AG-DEPARTMENT OF AGRICULTURE,109245
TD-DEPARTMENT OF TRANSPORTATION,139909
AG-DEPARTMENT OF AGRICULTURE,55495
VA-DEPARTMENT OF VETERANS AFFAIRS,57127
AM-U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT,95217
SZ-SOCIAL SECURITY ADMINISTRATION,98039
TD-DEPARTMENT OF TRANSPORTATION,63794
VA-DEPARTMENT OF VETERANS AFFAIRS,42866.98
VA-DEPARTMENT OF VETERANS AFFAIRS,56976
HS-DEPARTMENT OF HOMELAND SECURITY,101361
TR-DEPARTMENT OF THE TREASURY,107505
IN-DEPARTMENT OF THE INTERIOR,65170
VA-DEPARTMENT OF VETERANS AFFAIRS,91941
DJ-DEPARTMENT OF JUSTICE,60858
HS-DEPARTMENT OF HOMELAND SECURITY,78114
TR-DEPARTMENT OF THE TREASURY,58242
VA-DEPARTMENT OF VETERANS AFFAIRS,82897
IN-DEPARTMENT OF THE INTERIOR,40033
DJ-DEPARTMENT OF JUSTICE,95217
VA-DEPARTMENT OF VETERANS AFFAIRS,36560
DJ-DEPARTMENT OF JUSTICE,58437
VA-DEPARTMENT OF VETERANS AFFAIRS,172000
HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,132352
CM-DEPARTMENT OF COMMERCE,170400
HS-DEPARTMENT OF HOMELAND SECURITY,87258
VA-DEPARTMENT OF VETERANS AFFAIRS,39627
DJ-DEPARTMENT OF JUSTICE,47354.03
HS-DEPARTMENT OF HOMELAND SECURITY,40431
IN-DEPARTMENT OF THE INTERIOR,35381
KS-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,106528
VA-DEPARTMENT OF VETERANS AFFAIRS,59246
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,73327
CM-DEPARTMENT OF COMMERCE,83911
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,123406
GS-GENERAL SERVICES ADMINISTRATION,93805
TD-DEPARTMENT OF TRANSPORTATION,127453
TR-DEPARTMENT OF THE TREASURY,65339
VA-DEPARTMENT OF VETERANS AFFAIRS,77814
SZ-SOCIAL SECURITY ADMINISTRATION,43828
HS-DEPARTMENT OF HOMELAND SECURITY,39685
DJ-DEPARTMENT OF JUSTICE,57162.93
VA-DEPARTMENT OF VETERANS AFFAIRS,34787
VA-DEPARTMENT OF VETERANS AFFAIRS,42310
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,64650
TD-DEPARTMENT OF TRANSPORTATION,79707
HS-DEPARTMENT OF HOMELAND SECURITY,87421
HS-DEPARTMENT OF HOMELAND SECURITY,40632
AG-DEPARTMENT OF AGRICULTURE,32318
VA-DEPARTMENT OF VETERANS AFFAIRS,85460
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,39440
DJ-DEPARTMENT OF JUSTICE,117105
ST-DEPARTMENT OF STATE,92108
VA-DEPARTMENT OF VETERANS AFFAIRS,84731
SZ-SOCIAL SECURITY ADMINISTRATION,56625
NL-NATIONAL LABOR RELATIONS BOARD,110941
ED-DEPARTMENT OF EDUCATION,73270
VA-DEPARTMENT OF VETERANS AFFAIRS,50154
OM-OFFICE OF PERSONNEL MANAGEMENT,80481
HS-DEPARTMENT OF HOMELAND SECURITY,47365
DL-DEPARTMENT OF LABOR,101067
DJ-DEPARTMENT OF JUSTICE,63196
DJ-DEPARTMENT OF JUSTICE,104433
VA-DEPARTMENT OF VETERANS AFFAIRS,75652
HS-DEPARTMENT OF HOMELAND SECURITY,89680
CM-DEPARTMENT OF COMMERCE,82000
TR-DEPARTMENT OF THE TREASURY,116146
DJ-DEPARTMENT OF JUSTICE,92145
DJ-DEPARTMENT OF JUSTICE,43229
IN-DEPARTMENT OF THE INTERIOR,45995
VA-DEPARTMENT OF VETERANS AFFAIRS,90073
DJ-DEPARTMENT OF JUSTICE,101010
HS-DEPARTMENT OF HOMELAND SECURITY,88110
ST-DEPARTMENT OF STATE,43828
NF-NATIONAL SCIENCE FOUNDATION,58776
VA-DEPARTMENT OF VETERANS AFFAIRS,95704
HS-DEPARTMENT OF HOMELAND SECURITY,36580
TR-DEPARTMENT OF THE TREASURY,50155
HS-DEPARTMENT OF HOMELAND SECURITY,135200
AG-DEPARTMENT OF AGRICULTURE,58969
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,44181
TD-DEPARTMENT OF TRANSPORTATION,125260
DJ-DEPARTMENT OF JUSTICE,60805
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,61956
HS-DEPARTMENT OF HOMELAND SECURITY,104115
VA-DEPARTMENT OF VETERANS AFFAIRS,45893.13
HS-DEPARTMENT OF HOMELAND SECURITY,76655
TD-DEPARTMENT OF TRANSPORTATION,158001
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,43828
VA-DEPARTMENT OF VETERANS AFFAIRS,57127
DJ-DEPARTMENT OF JUSTICE,85519
VA-DEPARTMENT OF VETERANS AFFAIRS,84337
VA-DEPARTMENT OF VETERANS AFFAIRS,45287.9
HS-DEPARTMENT OF HOMELAND SECURITY,64613
VA-DEPARTMENT OF VETERANS AFFAIRS,64732
AG-DEPARTMENT OF AGRICULTURE,66115
TR-DEPARTMENT OF THE TREASURY,53390
TD-DEPARTMENT OF TRANSPORTATION,108887
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,127036
VA-DEPARTMENT OF VETERANS AFFAIRS,55495
VA-DEPARTMENT OF VETERANS AFFAIRS,81364
VA-DEPARTMENT OF VETERANS AFFAIRS,77440
DJ-DEPARTMENT OF JUSTICE,123406
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,92889
HS-DEPARTMENT OF HOMELAND SECURITY,92363
HS-DEPARTMENT OF HOMELAND SECURITY,39685
VA-DEPARTMENT OF VETERANS AFFAIRS,75319
HS-DEPARTMENT OF HOMELAND SECURITY,92889
DJ-DEPARTMENT OF JUSTICE,66805
VA-DEPARTMENT OF VETERANS AFFAIRS,66909
DJ-DEPARTMENT OF JUSTICE,82656
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,77490
ST-DEPARTMENT OF STATE,77834
ST-DEPARTMENT OF STATE,66778
VA-DEPARTMENT OF VETERANS AFFAIRS,107859
VA-DEPARTMENT OF VETERANS AFFAIRS,46012
VA-DEPARTMENT OF VETERANS AFFAIRS,37740
DJ-DEPARTMENT OF JUSTICE,75747
HS-DEPARTMENT OF HOMELAND SECURITY,39685
TD-DEPARTMENT OF TRANSPORTATION,22888
VA-DEPARTMENT OF VETERANS AFFAIRS,79996
AG-DEPARTMENT OF AGRICULTURE,51822
HS-DEPARTMENT OF HOMELAND SECURITY,84443
CM-DEPARTMENT OF COMMERCE,45289
OM-OFFICE OF PERSONNEL MANAGEMENT,77744
HS-DEPARTMENT OF HOMELAND SECURITY,80481
VA-DEPARTMENT OF VETERANS AFFAIRS,43834
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,96273
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,80073
VA-DEPARTMENT OF VETERANS AFFAIRS,194948
HS-DEPARTMENT OF HOMELAND SECURITY,60756
HS-DEPARTMENT OF HOMELAND SECURITY,78114
HS-DEPARTMENT OF HOMELAND SECURITY,80481
AG-DEPARTMENT OF AGRICULTURE,32318
HS-DEPARTMENT OF HOMELAND SECURITY,78114
VA-DEPARTMENT OF VETERANS AFFAIRS,134798
VA-DEPARTMENT OF VETERANS AFFAIRS,67364
VA-DEPARTMENT OF VETERANS AFFAIRS,35381
VA-DEPARTMENT OF VETERANS AFFAIRS,48968
DJ-DEPARTMENT OF JUSTICE,113615
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,126357
CU-NATIONAL CREDIT UNION ADMINISTRATION,117446
DJ-DEPARTMENT OF JUSTICE,56976
DJ-DEPARTMENT OF JUSTICE,93293
VA-DEPARTMENT OF VETERANS AFFAIRS,64862
TB-NATIONAL TRANSPORTATION SAFETY BOARD,134296
AG-DEPARTMENT OF AGRICULTURE,67145
HS-DEPARTMENT OF HOMELAND SECURITY,76527
VA-DEPARTMENT OF VETERANS AFFAIRS,95704
ST-DEPARTMENT OF STATE,88110
GS-GENERAL SERVICES ADMINISTRATION,92448
HS-DEPARTMENT OF HOMELAND SECURITY,75747
VA-DEPARTMENT OF VETERANS AFFAIRS,43383
DJ-DEPARTMENT OF JUSTICE,48040
HS-DEPARTMENT OF HOMELAND SECURITY,80640
SE-SECURITIES AND EXCHANGE COMMISSION,146146
EP-ENVIRONMENTAL PROTECTION AGENCY,77744
IN-DEPARTMENT OF THE INTERIOR,113091
ED-DEPARTMENT OF EDUCATION,112517
VA-DEPARTMENT OF VETERANS AFFAIRS,33395
HS-DEPARTMENT OF HOMELAND SECURITY,67145
DJ-DEPARTMENT OF JUSTICE,73764
ST-DEPARTMENT OF STATE,53610
FL-FARM CREDIT ADMINISTRATION,66495
VA-DEPARTMENT OF VETERANS AFFAIRS,75672
AG-DEPARTMENT OF AGRICULTURE,67145
VA-DEPARTMENT OF VETERANS AFFAIRS,69081
IN-DEPARTMENT OF THE INTERIOR,71475
VA-DEPARTMENT OF VETERANS AFFAIRS,26671.86
IN-DEPARTMENT OF THE INTERIOR,55383
VA-DEPARTMENT OF VETERANS AFFAIRS,84443
AG-DEPARTMENT OF AGRICULTURE,43915
DJ-DEPARTMENT OF JUSTICE,67024
HS-DEPARTMENT OF HOMELAND SECURITY,85086.99
SZ-SOCIAL SECURITY ADMINISTRATION,170400
TD-DEPARTMENT OF TRANSPORTATION,112517
TR-DEPARTMENT OF THE TREASURY,104433
TR-DEPARTMENT OF THE TREASURY,136622
VA-DEPARTMENT OF VETERANS AFFAIRS,60147.34
DJ-DEPARTMENT OF JUSTICE,58242
HS-DEPARTMENT OF HOMELAND SECURITY,80481
DJ-DEPARTMENT OF JUSTICE,80481
TR-DEPARTMENT OF THE TREASURY,67145
VA-DEPARTMENT OF VETERANS AFFAIRS,92889
DJ-DEPARTMENT OF JUSTICE,42028
TD-DEPARTMENT OF TRANSPORTATION,100540
CM-DEPARTMENT OF COMMERCE,95217
VA-DEPARTMENT OF VETERANS AFFAIRS,92889
IN-DEPARTMENT OF THE INTERIOR,76341
HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,101694
AG-DEPARTMENT OF AGRICULTURE,40033
HS-DEPARTMENT OF HOMELAND SECURITY,50943.67
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,92145
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,40033
EP-ENVIRONMENTAL PROTECTION AGENCY,53435
TR-DEPARTMENT OF THE TREASURY,54055
ST-DEPARTMENT OF STATE,71348
VA-DEPARTMENT OF VETERANS AFFAIRS,42028
OM-OFFICE OF PERSONNEL MANAGEMENT,53610
HS-DEPARTMENT OF HOMELAND SECURITY,87199
VA-DEPARTMENT OF VETERANS AFFAIRS,39627
DJ-DEPARTMENT OF JUSTICE,108133
DJ-DEPARTMENT OF JUSTICE,107859
IN-DEPARTMENT OF THE INTERIOR,36025
IN-DEPARTMENT OF THE INTERIOR,108655
NU-NUCLEAR REGULATORY COMMISSION,119776
DJ-DEPARTMENT OF JUSTICE,80328
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,112517
VA-DEPARTMENT OF VETERANS AFFAIRS,82927
IN-DEPARTMENT OF THE INTERIOR,61221
FD-FEDERAL DEPOSIT INSURANCE CORPORATION,99188
TR-DEPARTMENT OF THE TREASURY,39440
NQ-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,36025
ST-DEPARTMENT OF STATE,75672
DJ-DEPARTMENT OF JUSTICE,43636
AG-DEPARTMENT OF AGRICULTURE,43037
AG-DEPARTMENT OF AGRICULTURE,55507
TD-DEPARTMENT OF TRANSPORTATION,82927
VA-DEPARTMENT OF VETERANS AFFAIRS,75044
TD-DEPARTMENT OF TRANSPORTATION,95665
VA-DEPARTMENT OF VETERANS AFFAIRS,116417
HS-DEPARTMENT OF HOMELAND SECURITY,102324
DJ-DEPARTMENT OF JUSTICE,50709
VA-DEPARTMENT OF VETERANS AFFAIRS,43263.51
IN-DEPARTMENT OF THE INTERIOR,57171
HS-DEPARTMENT OF HOMELAND SECURITY,87258
VA-DEPARTMENT OF VETERANS AFFAIRS,67024
HS-DEPARTMENT OF HOMELAND SECURITY,67565
TD-DEPARTMENT OF TRANSPORTATION,135693
TR-DEPARTMENT OF THE TREASURY,61258
TD-DEPARTMENT OF TRANSPORTATION,162000
ST-DEPARTMENT OF STATE,73510
CM-DEPARTMENT OF COMMERCE,101490
SZ-SOCIAL SECURITY ADMINISTRATION,82927
TR-DEPARTMENT OF THE TREASURY,69186
HS-DEPARTMENT OF HOMELAND SECURITY,92732
VA-DEPARTMENT OF VETERANS AFFAIRS,42028
ST-DEPARTMENT OF STATE,73510
AG-DEPARTMENT OF AGRICULTURE,32363
VA-DEPARTMENT OF VETERANS AFFAIRS,112886
GS-GENERAL SERVICES ADMINISTRATION,101361
HS-DEPARTMENT OF HOMELAND SECURITY,111162
ST-DEPARTMENT OF STATE,35381
VA-DEPARTMENT OF VETERANS AFFAIRS,77834
TR-DEPARTMENT OF THE TREASURY,48211
DJ-DEPARTMENT OF JUSTICE,98519
TD-DEPARTMENT OF TRANSPORTATION,135288
VA-DEPARTMENT OF VETERANS AFFAIRS,261000
FD-FEDERAL DEPOSIT INSURANCE CORPORATION,101695
IN-DEPARTMENT OF THE INTERIOR,40033
DJ-DEPARTMENT OF JUSTICE,65984
ST-DEPARTMENT OF STATE,93293
HS-DEPARTMENT OF HOMELAND SECURITY,39685
VA-DEPARTMENT OF VETERANS AFFAIRS,75747
DJ-DEPARTMENT OF JUSTICE,52594
HS-DEPARTMENT OF HOMELAND SECURITY,31612
HS-DEPARTMENT OF HOMELAND SECURITY,80825
TD-DEPARTMENT OF TRANSPORTATION,75898
VA-DEPARTMENT OF VETERANS AFFAIRS,40033
DJ-DEPARTMENT OF JUSTICE,46562
CM-DEPARTMENT OF COMMERCE,82656
SZ-SOCIAL SECURITY ADMINISTRATION,92145
AG-DEPARTMENT OF AGRICULTURE,112517
SM-SMITHSONIAN INSTITUTION,37616
HS-DEPARTMENT OF HOMELAND SECURITY,61077
CU-NATIONAL CREDIT UNION ADMINISTRATION,101794
CM-DEPARTMENT OF COMMERCE,72938
DJ-DEPARTMENT OF JUSTICE,66940
TR-DEPARTMENT OF THE TREASURY,52594
VA-DEPARTMENT OF VETERANS AFFAIRS,80481
VA-DEPARTMENT OF VETERANS AFFAIRS,68960
DJ-DEPARTMENT OF JUSTICE,77834
TD-DEPARTMENT OF TRANSPORTATION,77546
AG-DEPARTMENT OF AGRICULTURE,32318
DJ-DEPARTMENT OF JUSTICE,46705
VA-DEPARTMENT OF VETERANS AFFAIRS,65773
GS-GENERAL SERVICES ADMINISTRATION,64650
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,112517
HS-DEPARTMENT OF HOMELAND SECURITY,40362
HS-DEPARTMENT OF HOMELAND SECURITY,53435
TR-DEPARTMENT OF THE TREASURY,51772
TD-DEPARTMENT OF TRANSPORTATION,135693
BG-PENSION BENEFIT GUARANTY CORPORATION,98289
TD-DEPARTMENT OF TRANSPORTATION,75194
VA-DEPARTMENT OF VETERANS AFFAIRS,88110
AM-U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT,100070
VA-DEPARTMENT OF VETERANS AFFAIRS,93264
TD-DEPARTMENT OF TRANSPORTATION,72370
TD-DEPARTMENT OF TRANSPORTATION,78371
HS-DEPARTMENT OF HOMELAND SECURITY,51721
VA-DEPARTMENT OF VETERANS AFFAIRS,48968
AG-DEPARTMENT OF AGRICULTURE,70060
ST-DEPARTMENT OF STATE,35381
DJ-DEPARTMENT OF JUSTICE,128082
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,149432
IN-DEPARTMENT OF THE INTERIOR,49482.77
TD-DEPARTMENT OF TRANSPORTATION,98411
SZ-SOCIAL SECURITY ADMINISTRATION,73510
AG-DEPARTMENT OF AGRICULTURE,28886
AG-DEPARTMENT OF AGRICULTURE,35381
VA-DEPARTMENT OF VETERANS AFFAIRS,63196
DL-DEPARTMENT OF LABOR,64862
VA-DEPARTMENT OF VETERANS AFFAIRS,43828
VA-DEPARTMENT OF VETERANS AFFAIRS,110776
TD-DEPARTMENT OF TRANSPORTATION,84715
IN-DEPARTMENT OF THE INTERIOR,87258
FD-FEDERAL DEPOSIT INSURANCE CORPORATION,116259
AG-DEPARTMENT OF AGRICULTURE,32318
DJ-DEPARTMENT OF JUSTICE,48040
IN-DEPARTMENT OF THE INTERIOR,39757.35
EO-MORRIS K. UDALL AND STEWART L. UDALL FOUNDATION,64862
TD-DEPARTMENT OF TRANSPORTATION,47814
DJ-DEPARTMENT OF JUSTICE,40935
IN-DEPARTMENT OF THE INTERIOR,39858
TD-DEPARTMENT OF TRANSPORTATION,112307
DL-DEPARTMENT OF LABOR,92145
AG-DEPARTMENT OF AGRICULTURE,84044
ST-DEPARTMENT OF STATE,73510
TD-DEPARTMENT OF TRANSPORTATION,90883
AG-DEPARTMENT OF AGRICULTURE,90073
TR-DEPARTMENT OF THE TREASURY,53610
VA-DEPARTMENT OF VETERANS AFFAIRS,95805
DJ-DEPARTMENT OF JUSTICE,85519
HS-DEPARTMENT OF HOMELAND SECURITY,39943
VA-DEPARTMENT OF VETERANS AFFAIRS,43982
ST-DEPARTMENT OF STATE,84320
IN-DEPARTMENT OF THE INTERIOR,51548.9
HS-DEPARTMENT OF HOMELAND SECURITY,53435
VA-DEPARTMENT OF VETERANS AFFAIRS,67364
ST-DEPARTMENT OF STATE,92987
HS-DEPARTMENT OF HOMELAND SECURITY,34560
VA-DEPARTMENT OF VETERANS AFFAIRS,244365
VA-DEPARTMENT OF VETERANS AFFAIRS,30046
DJ-DEPARTMENT OF JUSTICE,100454
DJ-DEPARTMENT OF JUSTICE,39858
AG-DEPARTMENT OF AGRICULTURE,28886
TD-DEPARTMENT OF TRANSPORTATION,58371
VA-DEPARTMENT OF VETERANS AFFAIRS,51133
VA-DEPARTMENT OF VETERANS AFFAIRS,45934.87
TR-DEPARTMENT OF THE TREASURY,66544
DJ-DEPARTMENT OF JUSTICE,48040
AG-DEPARTMENT OF AGRICULTURE,28886
VA-DEPARTMENT OF VETERANS AFFAIRS,65650
DJ-DEPARTMENT OF JUSTICE,49672
TD-DEPARTMENT OF TRANSPORTATION,95217
VA-DEPARTMENT OF VETERANS AFFAIRS,77744
VA-DEPARTMENT OF VETERANS AFFAIRS,77497
HS-DEPARTMENT OF HOMELAND SECURITY,84620
SE-SECURITIES AND EXCHANGE COMMISSION,88851
VA-DEPARTMENT OF VETERANS AFFAIRS,40754
SZ-SOCIAL SECURITY ADMINISTRATION,40033
NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80179
FC-FEDERAL COMMUNICATIONS COMMISSION,64650
DJ-DEPARTMENT OF JUSTICE,55215
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,92145
HS-DEPARTMENT OF HOMELAND SECURITY,53435
ST-DEPARTMENT OF STATE,75672
IN-DEPARTMENT OF THE INTERIOR,40033
VA-DEPARTMENT OF VETERANS AFFAIRS,44698
TD-DEPARTMENT OF TRANSPORTATION,22888
VA-DEPARTMENT OF VETERANS AFFAIRS,99837
HS-DEPARTMENT OF HOMELAND SECURITY,39685
DJ-DEPARTMENT OF JUSTICE,67145
DJ-DEPARTMENT OF JUSTICE,112744
VA-DEPARTMENT OF VETERANS AFFAIRS,39440
VA-DEPARTMENT OF VETERANS AFFAIRS,43383
TR-DEPARTMENT OF THE TREASURY,53610
HS-DEPARTMENT OF HOMELAND SECURITY,73380
TD-DEPARTMENT OF TRANSPORTATION,91013
VA-DEPARTMENT OF VETERANS AFFAIRS,71348
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,80642
VA-DEPARTMENT OF VETERANS AFFAIRS,62160
TD-DEPARTMENT OF TRANSPORTATION,72370
VA-DEPARTMENT OF VETERANS AFFAIRS,36025
VA-DEPARTMENT OF VETERANS AFFAIRS,68100
AG-DEPARTMENT OF AGRICULTURE,39430
ST-DEPARTMENT OF STATE,35381
VA-DEPARTMENT OF VETERANS AFFAIRS,82158
VA-DEPARTMENT OF VETERANS AFFAIRS,39440
SB-SMALL BUSINESS ADMINISTRATION,71348
TD-DEPARTMENT OF TRANSPORTATION,135693
DJ-DEPARTMENT OF JUSTICE,81238
TD-DEPARTMENT OF TRANSPORTATION,129384
TD-DEPARTMENT OF TRANSPORTATION,119776
HS-DEPARTMENT OF HOMELAND SECURITY,108887
ST-DEPARTMENT OF STATE,67024
DJ-DEPARTMENT OF JUSTICE,52355
HS-DEPARTMENT OF HOMELAND SECURITY,34560
EP-ENVIRONMENTAL PROTECTION AGENCY,63323
VA-DEPARTMENT OF VETERANS AFFAIRS,42069
VA-DEPARTMENT OF VETERANS AFFAIRS,53610
DJ-DEPARTMENT OF JUSTICE,108887
DJ-DEPARTMENT OF JUSTICE,85204
HS-DEPARTMENT OF HOMELAND SECURITY,86488
EQ-COUNCIL ON ENVIRONMENTAL QUALITY/OFFICE OF ENVIRONMENTAL QUALITY,55000
TR-DEPARTMENT OF THE TREASURY,35381
VA-DEPARTMENT OF VETERANS AFFAIRS,26290
IN-DEPARTMENT OF THE INTERIOR,67145
DJ-DEPARTMENT OF JUSTICE,65213
HS-DEPARTMENT OF HOMELAND SECURITY,50943.67
HS-DEPARTMENT OF HOMELAND SECURITY,84443
VA-DEPARTMENT OF VETERANS AFFAIRS,41945
IN-DEPARTMENT OF THE INTERIOR,28886
IN-DEPARTMENT OF THE INTERIOR,28886
KS-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,52000
HS-DEPARTMENT OF HOMELAND SECURITY,64650
DJ-DEPARTMENT OF JUSTICE,80234
AG-DEPARTMENT OF AGRICULTURE,32318
DJ-DEPARTMENT OF JUSTICE,50092
TR-DEPARTMENT OF THE TREASURY,48537
HS-DEPARTMENT OF HOMELAND SECURITY,81410
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,160300
AG-DEPARTMENT OF AGRICULTURE,27158
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,91663
TR-DEPARTMENT OF THE TREASURY,48537
VA-DEPARTMENT OF VETERANS AFFAIRS,65170
HS-DEPARTMENT OF HOMELAND SECURITY,39618
DL-DEPARTMENT OF LABOR,82909
IN-DEPARTMENT OF THE INTERIOR,38949
AG-DEPARTMENT OF AGRICULTURE,28886
TD-DEPARTMENT OF TRANSPORTATION,60756
SM-SMITHSONIAN INSTITUTION,101361
VA-DEPARTMENT OF VETERANS AFFAIRS,59037
DJ-DEPARTMENT OF JUSTICE,43229
TD-DEPARTMENT OF TRANSPORTATION,130908
VA-DEPARTMENT OF VETERANS AFFAIRS,210000
AG-DEPARTMENT OF AGRICULTURE,32318
HS-DEPARTMENT OF HOMELAND SECURITY,41872
AG-DEPARTMENT OF AGRICULTURE,64862
DJ-DEPARTMENT OF JUSTICE,49374
NQ-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,92145
AG-DEPARTMENT OF AGRICULTURE,30488
AG-DEPARTMENT OF AGRICULTURE,28886
VA-DEPARTMENT OF VETERANS AFFAIRS,37740
TR-DEPARTMENT OF THE TREASURY,35381
HS-DEPARTMENT OF HOMELAND SECURITY,62615
VA-DEPARTMENT OF VETERANS AFFAIRS,29849
IN-DEPARTMENT OF THE INTERIOR,35458.13
AG-DEPARTMENT OF AGRICULTURE,67024
IN-DEPARTMENT OF THE INTERIOR,55592
HS-DEPARTMENT OF HOMELAND SECURITY,59370
VA-DEPARTMENT OF VETERANS AFFAIRS,34472
DL-DEPARTMENT OF LABOR,137926
IN-DEPARTMENT OF THE INTERIOR,25731
AG-DEPARTMENT OF AGRICULTURE,25731
SZ-SOCIAL SECURITY ADMINISTRATION,60756
AG-DEPARTMENT OF AGRICULTURE,36025
NF-NATIONAL SCIENCE FOUNDATION,35265
DJ-DEPARTMENT OF JUSTICE,40935
IN-DEPARTMENT OF THE INTERIOR,32318
HS-DEPARTMENT OF HOMELAND SECURITY,34560
HS-DEPARTMENT OF HOMELAND SECURITY,43684
VA-DEPARTMENT OF VETERANS AFFAIRS,48968
NF-NATIONAL SCIENCE FOUNDATION,169686
ST-DEPARTMENT OF STATE,75672
TR-DEPARTMENT OF THE TREASURY,249304
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,160300
AG-DEPARTMENT OF AGRICULTURE,35381
DJ-DEPARTMENT OF JUSTICE,40033
AG-DEPARTMENT OF AGRICULTURE,28886
HS-DEPARTMENT OF HOMELAND SECURITY,95217
AG-DEPARTMENT OF AGRICULTURE,32318
VA-DEPARTMENT OF VETERANS AFFAIRS,32318
BO-OFFICE OF MANAGEMENT AND BUDGET,132127.97
DJ-DEPARTMENT OF JUSTICE,35381
HS-DEPARTMENT OF HOMELAND SECURITY,45371
TD-DEPARTMENT OF TRANSPORTATION,65585
HS-DEPARTMENT OF HOMELAND SECURITY,39685
TD-DEPARTMENT OF TRANSPORTATION,117105
IN-DEPARTMENT OF THE INTERIOR,119794
HS-DEPARTMENT OF HOMELAND SECURITY,40141
AG-DEPARTMENT OF AGRICULTURE,28170
VA-DEPARTMENT OF VETERANS AFFAIRS,59409
DJ-DEPARTMENT OF JUSTICE,101694
TR-DEPARTMENT OF THE TREASURY,104952
SZ-SOCIAL SECURITY ADMINISTRATION,47262
VA-DEPARTMENT OF VETERANS AFFAIRS,77459
VA-DEPARTMENT OF VETERANS AFFAIRS,201000
HS-DEPARTMENT OF HOMELAND SECURITY,34560
VA-DEPARTMENT OF VETERANS AFFAIRS,71348
IN-DEPARTMENT OF THE INTERIOR,31053
