0 https://www.cnn.com/
2 http://cnnnewsource.com
3 http://cnnnewsource.com/privacy-policy/
4 http://www.adobe.com/downloads/
5 https://get.adobe.com/shockwave/
6 https://wwwimages2.adobe.com/www.adobe.com/content/dam/acom/en/legal/licenses-terms/pdf/Shockwave_12_0_en.pdf
7 https://helpx.adobe.com/x-productkb/multi/enable-javascript.html
8 http://www.adobe.com/legal/terms.html
9 http://www.adobe.com/legal/dmca.html
10 https://helpx.adobe.com/contact.html
11 https://forums.adobe.com/community/download_install_setup
12 https://adobe.com/go/forumask
13 https://forums.adobe.com/message/10632785#10632785
14 https://forums.adobe.com/docs/DOC-5601
15 https://forums.adobe.com/message/10633615#10633615
16 https://forums.adobe.com/message/10634909#10634909
17 https://forums.adobe.com/message/10640435#10640435
18 https://forums.adobe.com/message/10641302#10641302
19 https://forums.adobe.com/message/10642274#10642274
20 https://forums.adobe.com/message/10651943#10651943
21 https://forums.adobe.com/external-link.jspa?url=http%3A%2F%2Fwww.nvidia.com%2FDownload%2Findex.aspx%3Flang%3Den-us
22 https://forums.adobe.com/message/4209263#4209263
23 https://forums.adobe.com/message/10597245#10597245
24 https://forums.adobe.com/thread/2126651
25 https://forums.adobe.com/message/10597251#10597251
26 https://forums.adobe.com/thread/2126506
27 https://forums.adobe.com/message/10642076#10642076
28 https://forums.adobe.com/external-link.jspa?url=https%3A%2F%2Fhelpx.adobe.com%2Fpremiere-pro%2Fusing%2Fworkspaces.html
29 https://forums.adobe.com/thread/2152942
30 https://forums.adobe.com/message/10620756#10620756
31 https://forums.adobe.com/message/10623397#10623397
32 https://forums.adobe.com/external-link.jspa?url=https%3A%2F%2Fhelpx.adobe.com%2Fpremiere-pro%2Fhow-to%2Fproxy-media.html
33 https://forums.adobe.com/message/9253602#9253602
34 https://forums.adobe.com/message/10636805#10636805
35 https://forums.adobe.com/message/10639485#10639485
36 https://forums.adobe.com/external-link.jspa?url=https%3A%2F%2Fhelpx.adobe.com%2Fcreative-cloud%2Fkb%2Fcc-cleaner-tool-installation-problems.html
37 https://forums.adobe.com/message/10640179#10640179
38 https://forums.adobe.com/message/10640180#10640180
39 https://forums.adobe.com/message/10642395#10642395
40 https://forums.adobe.com/external-link.jspa?url=http%3A%2F%2Fforums.adobe.com%2Fmessage%2F4200840
41 https://forums.adobe.com/thread/2261475
